asteroid_id,name,absolute_magnitude,diameter_min_m,diameter_max_m,velocity_km_s,miss_distance_km,date
3256319,(2004 TB10),21.5,133.2155666981,297.8790627982,17.2828825237,69328739.73437361,2026-03-18
3703545,(2015 AJ44),22.4,88.0146520901,196.8067450894,15.9170977702,16216668.271349989,2026-03-18
3748418,(2016 FL12),26.3,14.6067964271,32.6617897446,17.2877966834,62248817.098480195,2026-03-18
3771018,(2017 EZ2),25.1,25.3837029364,56.7596852866,12.5864772253,41144422.906365894,2026-03-18
