asteroid_id,name,absolute_magnitude,diameter_min_m,diameter_max_m,velocity_km_s,miss_distance_km,date
2399325,399325 (1999 GY5),20.18,244.655496172,547.0663205095,21.3856166651,10534194.331303587,2026-04-05
3329371,(2006 GC1),20.5,211.1324447897,472.1064988055,30.6613465225,13278868.845759507,2026-04-05
3515691,(2010 GC35),24.66,31.0852938133,69.5088300671,5.2597217782,20748942.203020375,2026-04-05
